GROUP	SD
1	5.700474316835
2	0.56744265795497
5	1.53725954218698
6	0.262747390047932
7	1.82712856724698
8	0.802862474388053
9	2.47042603249925
11	1.92204987444668
12	0.888884437377716
18	1.05599114570365
19	0.0250549145777812
20	4.1802300283982
23	0.238492975158599
24	0.325886309320188
25	1.77570302033814
26	0.159502076632253
27	0.892806456954978
29	2.10780362311322
30	0.545885727969234
31	1.30729109929656
32	0.584172731743363
36	0.00155351359826355
37	0.799463412090884
38	0.243785502027226
39	1.39267715616375
40	0.282260056486924
41	0.696408255587196
43	2.02080370583319
44	0.539655410120198
45	0.776048823508117
47	0.835087244348158
50	0.110247139575137
51	0.663883464972958
52	6.31136289276037
53	0.491832830707072
54	1.63544135347078
57	0.270932698006967
60	0.154586977396225
62	3.29073495249952
63	0.311733681340338
64	0.364284443104558
65	0.539518938511427
66	0.927919258388356
67	0.990152172842874
68	1.17651759281832
71	1.42230123155481
72	0.805748490031266
74	0.544375821199565
78	0.764432635044123
80	3.81586073247989
83	0.844015381946325
87	1.3599402884899
88	0.794432334797935
89	0.161716027964145
90	0.504802823982294
91	1.81990587719283
92	0.471498907656564
93	0.711854935546796
94	0.370081304496726
95	0.130306344743837
97	1.18542936028386
101	0.281219902411792
102	1.25899725994162
103	0.511469528770044
105	4.52830192722372
107	0.660840077386733
108	0.00163817947734601
110	0.0654852368572491
111	2.16128318650696
112	1.43950960036327
113	0.455248073649963
119	0.167967559016618
120	1.56377654608899
122	1.9762658726806
123	1.77166876818496
124	0.745394448426414
125	0.29030622455004
128	1.48468665261327
129	0.800655312209444
130	2.16634260235241
131	0.616576368745835
133	0.200828932458695
134	0.315947330649427
135	1.42359974968591
136	0.689519621324879
137	0.235702835013353
144	1.37862196216331
145	0.913739668754911
147	1.84491088858026
148	0.403284917620907
151	0.798028692431862
155	0.358826285860583
161	0.512223909650846
164	0.31617178938751
165	1.33994967267898
166	0.33614815197308
168	0.558473181944217
170	0.216758634025266
172	1.12510234828325
173	1.03993416491646
174	0.264509554958792
175	0.263028166252209
179	0.121703232694536
180	0.719916935905108
182	0.786082466595796
183	0.140000071607123
184	0.729321954931084
185	0.457196486479245
187	0.980892740734003
190	0.345054674190196
192	0.497602844833107
194	0.385821534239602
195	0.165177315658052
196	1.67602707917562
197	0.618455389815629
198	0.88143637373754
200	0.955794551937286
201	0.918754173937188
202	2.16153712417676
204	0.50425430038457
206	0.778909638520605
207	2.14302375043603
208	0.262544505213877
209	0.834627395423202
210	0.708653223717002
211	0.945536823841624
212	0.767520297049329
215	0.0950104026541272
216	0.685219655203131
217	1.79198606732879
218	1.12090555469421
222	0.000297691954881581
225	1.09603397008021
226	34.6803038980325
228	0.660066502568113
229	6.15257711529746
230	10.5948039020082
233	0.617997708871426
235	1.69558053726026
236	0.252841585962439
237	0.0091782460198006
238	0.167870685387594
241	0.332669698917712
242	1.00326634840112
243	0.517298929545287
244	0.659540461160634
245	0.402173375081777
246	1.10698416114791
252	0.96494124813094
253	1.33606781415179
257	0.626416094626693
258	0.821988342225397
260	0.873417589014838
261	1.9307782897855
263	0.749006642139665
268	0.992078525784294
270	0.32801622919072
271	0.227991025244418
272	1.19234466764019
273	0.54507703467109
274	0.38490784221984
275	1.04420001922197
276	0.352165339981802
278	0.536124252607859
279	0.858780478644283
280	1.12162055449269
281	2.02446085667271
283	1.07215136408089
284	0.0327574287452484
285	0.41023153463928
286	1.78977646951285
287	1.25411895829831
288	0.665098981529819
289	0.497942444357043
290	2.8354288960935
292	0.341255389454877
293	1.27837073037633
294	2.28865440865827
295	0.422832949997593
296	0.0956531627182308
300	0.0348264231870018
301	0.63185718463946
302	0.599459968732276
303	0.64022650050158
304	0.251440100322124
305	0.750825111206111
309	0.000438406204334135
310	1.33106866112822
311	1.58965586032511
313	0.127812379126593
314	0.364569407137381
317	0.0995053164827551
323	0.879111036616536
324	1.01253955335183
325	0.507079707817718
326	0.802119223829601
327	0.514162089338078
329	0.927760866469373
330	1.18529088777003
335	0.970417888467298
340	1.99651811800056
344	0.762069484181395
347	2.52211483109721
351	2.432769122813
352	1.51512689243657
355	1.32138712495238
356	0.0211340074761033
357	0.53068060103638
358	0.61628527910417
359	0.6340500950479
362	0.46591611079525
363	0.215979893351983
365	1.71340599784231
368	1.16218727052937
371	0.625495344929119
376	2.86732153324536
378	0.682963598282515
380	0.663942838008162
382	0.990573868948954
383	1.3899746490208
384	0.925793695404115
388	2.50866798494161
389	0.100606445720442
390	0.0136365542751851
391	0.925109216039921
392	1.90594192979229
394	0.291784077722726
395	0.394601651922966
396	0.345513700183267
397	4.00456136942768
400	1.44848784645586
402	0.405682330457056
403	2.08511576925611
405	0.393415828275883
408	0.201374111786995
410	0.999873737335119
412	0.43196531283457
418	0.00448283217769088
419	0.723834172426254
420	1.13389027135984
422	59.2176569370778
423	1.67236976290293
424	0.346897762295561
426	1.56911944492763
427	0.750812344224905
428	0.704070715006668
429	0.815947549265202
431	1.03832669698318
432	1.18125652620441
433	0.132731721003308
435	0.911155326996448
436	0.470446431669255
438	1.74365326744539
439	0.627292103260114
440	0.791807250049109
441	0.290696589646318
442	0.524676039123427
443	0.0813611204568878
445	0.855924474355067
449	0.08881190461025
454	0.101862974470609
455	0.847567886415005
460	0.266251127254576
461	0.190778852039041
463	1.97404202185376
466	0.00304089159622724
468	0.724116234807988
469	0.838061235444558
470	0.311091628383024
471	0.427578444758678
473	1.66137213113514
475	0.620974811276996
477	0.639698998842815
478	1.02957415367339
479	0.571147824833903
481	2.66656968878751
482	0.225727643347022
485	0.977372185344202
486	0.436876897998357
487	1.42440408712076
488	1.12227321405173
491	1.92167652206621
492	0.102405325371776
493	2.71495133560816
494	1.18053842136912
497	0.416703683007484
500	0.464682999431334
501	1.37195922727888
502	0.78093317940961
512	1.1744760792796
514	0.137380948089608
515	0.175314398473142
516	0.593856559111712
519	1.12117224879342
522	1.88575994017858
523	1.27555699365023
528	0.651129379960697
530	1.46025832849123
531	0.000837678538184297
537	0.204418913586779
538	0.765051353477657
539	0.0557790059789523
540	0.0273063425690824
543	0.749781548143414
544	1.24285613344747
545	0.1881338224279
546	1.31928777431992
547	0.349505583249157
549	0.00251588592746044
554	1.03055479292903
555	0.0826317913426774
556	0.13752873340688
557	1.06521111102354
558	0.238629446767365
559	0.197077755444393
560	0.460709558443976
561	0.212269920178297
563	0.614717726736929
564	0.00426117280413206
568	0.00265160976264292
569	0.00291153749270596
570	0.00358261681596061
571	8.36006397827387
572	1.9642996309485
574	0.00320524636338497
575	0.00241878859142339
576	0.00140198011754809
577	0.00157282304577803
580	1.18809566299204
583	0.236852487426248
584	2.51675169006455
585	2.19216923212063
586	0.642552312932313
587	1.91435725977415
588	0.132834251486578
589	0.197571291517768
591	0.523333971396854
593	1.84498654900584
594	1.85000450567586
595	0.127390236378226
596	0.410490335721194
598	1.11636698905251
599	0.353579553544182
600	0.485910345002555
602	0.375771392764937
603	1.48327455660182
604	0.45397521424523
605	0.504816966117917
606	0.697579071271495
607	0.147361053199275
608	0.526273380147112
609	1.18369250906559
611	1.24298358676385
616	0.230825109223413
617	1.92618433772169
618	0.681917068478786
619	0.522566011348727
622	1.55795564306626
624	0.39940665179263
626	0.100276226853628
627	0.702036427674756
628	1.51305665687839
631	1.25789848600006
633	0.170795279034578
635	1.05521634280476
640	0.887259195936704
641	0.211208552899733
642	0.516396546766628
643	0.503894037663531
644	1.15722595366434
645	0.907691754977427
646	0.549676890440556
649	1.04238226488112
651	1.00786383532247
652	2.04786025959593
656	1.63962761358626
658	1.4582069178714
660	0.572238183490493
661	1.73141883598626
662	4.20896046985482
664	0.729175583827381
666	0.7971158884836
667	0.278778262696355
668	1.85539398008288
669	1.07857692239651
672	0.521313767323
674	2.09113475245035
675	5.39770527104176
676	0.986238179752531
680	2.1464085517154
683	1.52579698699902
684	0.100624123389972
686	0.129689747630642
688	0.249518256914532
689	0.99377847688129
690	0.20308088504091
692	1.3823888259771
693	0.675157575492195
696	0.450286305366374
697	0.62348311443829
698	0.128455139190692
701	1.5802570838381
702	2.47589521912291
703	0.376667136785582
707	0.820647451104511
708	1.24374623431336
709	1.59220663192431
710	0.40788888987321
712	0.0234886730574533
715	0.820455998210751
716	0.839087199389509
717	0.492089751163343
719	0.834901285203827
720	0.0613408061611551
722	3.53165008330912
724	1.01475240369692
725	0.346696105079499
726	1.38442402718411
727	0.97051324956669
728	1.59704945567772
730	1.19687773592916
731	0.205815308618146
733	3.29955117512392
734	1.13651595350908
738	0.507837874689357
740	1.28885256148043
742	0.559410861609708
748	2.7739282837998
749	0.397353705940312
750	0.202570775470986
752	0.429393421302659
753	1.214783936349
754	0.724275221862057
757	0.832288462054035
758	0.44528211067592
759	0.232649444718875
760	1.54040808118433
761	1.64481027610618
764	0.295318620999422
765	0.354473568110985
767	0.432973502935801
770	0.0901241204204156
771	0.0969012061870243
772	0.216028950834603
773	2.30942913213158
775	0.470993921411943
777	0.898519879746965
778	0.171669263016124
779	0.0134555349392011
780	0.40288634462036
783	4.0669593002267
784	2.12834319104221
786	0.243079269741376
788	0.82457913785185
789	0.344312919176725
794	2.09637220210582
797	0.713772925269362
798	0.193008331458776
799	0.35323377832818
800	0.24577127991878
801	2.03620236477431
804	1.43551668537917
807	1.30570487013763
809	0.308489475428255
810	0.266562285944579
811	1.90590167688472
814	1.41418527810185
815	0.905787267283312
818	3.97285037796748
819	0.758204338723848
821	0.0443044824820222
822	0.420004457462064
823	2.52265506067804
827	0.595136031029323
830	1.15113307021908
836	1.35489932424682
838	0.620634855621072
841	1.60226578240253
842	1.07108646126842
843	1.88601641998419
847	1.48466331808949
850	0.818467613942055
851	5.09396653340665
854	0.254144783760162
857	0.814346595621299
860	0.264025893920466
861	1.66503078235539
862	0.329901375869367
864	0.339018554518162
869	0.306915323990728
871	0.915240126694902
872	0.245250794666399
873	0.906791542619543
875	1.05037530364746
876	0.256893307818638
881	1.19282832867852
883	0.557998337539938
886	1.08698858567052
891	0.955917151389441
899	0.308894647613872
904	0.721779246896168
905	0.128554841246839
906	0.348680010657336
915	0.0561322576109317
916	0.239238070884074
918	1.30800117409141
922	0.585999907647276
923	0.868605616769966
924	0.179243790856198
925	0.396246376720971
926	0.120888389525217
928	3.44701853622632
929	0.552338784454344
932	2.01929671669132
934	0.723324066596248
935	1.47300666280163
936	0.397157090032291
937	3.63839885071229
938	1.17216515445585
940	0.631208060614326
941	0.700168485983432
946	0.0560247773801914
947	0.00755530081024822
951	2.16927678644986
953	0.423377532565892
954	0.176117219085283
955	0.638231582115535
956	0.772963171252354
957	2.06950780127498
961	0.728962037579459
964	0.0725661263124874
969	0.3979496973555
973	0.39549663677152
974	1.20607907078848
976	0.152907598790906
979	0.981229452835573
984	0.812252779377025
985	0.940317210321246
986	0.930653640311204
987	0.310453818066391
989	0.00574948523783198
990	0.15597007826022
991	0.195773118973214
1002	0.643291101291243
1005	0.236938754453551
1006	0.433741064730904
1007	0.146439693063389
1011	1.51282281920649
1012	0.656404497420861
1013	0.0554576777416847
1015	0.275803464467907
1017	0.576331864259934
1019	0.691440830449361
1021	1.42375879681233
1026	0.333750622815273
1027	0.540774053048035
1028	0.109995409561032
1029	1.24931696810717
1030	1.25622257293224
1031	0.259081803306407
1032	0.579630984887798
1033	0.680964982421025
1035	0.264848259106985
1036	0.440161950473343
