GROUP	SD
1	5.700474316835
2	1.53725954218698
3	0.888884437377716
4	1.77570302033814
5	2.10780362311322
6	0.243785502027226
7	2.02080370583319
8	0.776048823508117
9	0.835087244348158
10	0.990152172842874
11	0.805748490031266
12	0.544375821199565
13	0.794432334797935
14	0.511469528770044
15	0.0654852368572491
16	2.16128318650696
17	0.745394448426414
18	0.800655312209444
19	0.616576368745835
20	1.42359974968591
21	0.31617178938751
22	0.33614815197308
23	0.558473181944217
24	0.121703232694536
25	0.457196486479245
26	0.980892740734003
27	0.497602844833107
28	0.385821534239602
29	1.67602707917562
30	0.88143637373754
31	0.778909638520605
32	2.14302375043603
33	0.834627395423202
34	0.767520297049329
35	0.685219655203131
36	1.09603397008021
37	10.5948039020082
38	1.69558053726026
39	1.00326634840112
40	0.517298929545287
41	0.659540461160634
42	0.402173375081777
43	0.626416094626693
44	0.821988342225397
45	1.9307782897855
46	0.54507703467109
47	1.04420001922197
48	1.78977646951285
49	1.25411895829831
50	0.497942444357043
51	1.27837073037633
52	2.28865440865827
53	0.422832949997593
54	0.599459968732276
55	0.750825111206111
56	1.33106866112822
57	1.58965586032511
58	1.01253955335183
59	1.18529088777003
60	1.32138712495238
61	0.53068060103638
62	0.6340500950479
63	0.46591611079525
64	0.682963598282515
65	0.405682330457056
66	0.43196531283457
67	59.2176569370778
68	0.346897762295561
69	0.704070715006668
70	0.815947549265202
71	0.911155326996448
72	0.290696589646318
73	0.524676039123427
74	0.00304089159622724
75	0.838061235444558
76	0.427578444758678
77	1.02957415367339
78	0.225727643347022
79	0.436876897998357
80	1.18053842136912
81	1.37195922727888
82	0.78093317940961
83	1.46025832849123
84	0.0557790059789523
85	1.31928777431992
86	0.197077755444393
87	0.460709558443976
88	0.614717726736929
89	0.00426117280413206
90	0.00291153749270596
91	0.00358261681596061
92	1.9642996309485
93	0.00320524636338497
94	0.00241878859142339
95	0.00140198011754809
96	0.00157282304577803
97	2.51675169006455
98	2.19216923212063
99	0.642552312932313
100	1.11636698905251
101	0.697579071271495
102	0.526273380147112
103	0.681917068478786
104	0.522566011348727
105	0.39940665179263
106	0.702036427674756
107	1.25789848600006
108	1.05521634280476
109	0.887259195936704
110	0.503894037663531
111	0.907691754977427
112	0.549676890440556
113	1.04238226488112
114	1.00786383532247
115	1.63962761358626
116	4.20896046985482
117	0.7971158884836
118	1.85539398008288
119	2.09113475245035
120	0.986238179752531
121	1.52579698699902
122	0.249518256914532
123	0.62348311443829
124	2.47589521912291
125	0.376667136785582
126	1.24374623431336
127	1.59220663192431
128	0.839087199389509
129	0.834901285203827
130	1.01475240369692
131	0.346696105079499
132	1.38442402718411
133	1.19687773592916
134	0.205815308618146
135	3.29955117512392
136	1.13651595350908
137	1.28885256148043
138	0.559410861609708
139	0.202570775470986
140	1.214783936349
141	0.724275221862057
142	0.832288462054035
143	0.0901241204204156
144	0.216028950834603
145	0.470993921411943
146	0.40288634462036
147	2.12834319104221
148	0.713772925269362
149	0.24577127991878
150	1.43551668537917
151	1.30570487013763
152	0.905787267283312
153	0.758204338723848
154	0.620634855621072
155	0.339018554518162
156	0.585999907647276
157	3.44701853622632
158	0.397157090032291
159	1.17216515445585
160	2.16927678644986
161	0.423377532565892
162	0.638231582115535
163	0.39549663677152
164	1.20607907078848
165	0.812252779377025
166	0.433741064730904
167	1.51282281920649
168	0.333750622815273
169	0.680964982421025
170	0.899392536970136
171	2.07915764473861
172	3.20868305251454
173	1.37833833501303
174	0.988127317950728
175	0.52358980592904
176	0.139477041353408
177	1.20224709887438
178	1.95483999616337
179	2.59057174075226
180	4.61721071375209
181	1.34087282764008
182	0.267819998951254
183	0.81305081106759
184	1.2355492114987
185	1.29946161579828
186	1.52167946282037
187	0.60163042836418
188	1.19339642848109
189	0.838621536834789
190	0.777547826101337
191	0.545213362083981
192	0.00190421066323934
193	2.22708490598051
194	0.628700371785256
195	1.38680212097533
