GROUP	SD
1	5.700474316835
2	0.56744265795497
3	1.53725954218698
4	0.262747390047932
5	0.888884437377716
6	0.325886309320188
7	1.77570302033814
8	2.10780362311322
9	1.30729109929656
10	0.243785502027226
11	1.39267715616375
12	2.02080370583319
13	0.776048823508117
14	0.835087244348158
15	0.491832830707072
16	1.63544135347078
17	0.270932698006967
18	0.990152172842874
19	1.17651759281832
20	1.42230123155481
21	0.805748490031266
22	0.544375821199565
23	0.794432334797935
24	1.81990587719283
25	0.471498907656564
26	0.711854935546796
27	1.18542936028386
28	0.511469528770044
29	0.00163817947734601
30	0.0654852368572491
31	2.16128318650696
32	0.745394448426414
33	0.800655312209444
34	2.16634260235241
35	0.616576368745835
36	1.42359974968591
37	0.235702835013353
38	1.37862196216331
39	0.913739668754911
40	0.31617178938751
41	0.33614815197308
42	0.558473181944217
43	0.121703232694536
44	0.719916935905108
45	0.786082466595796
46	0.457196486479245
47	0.980892740734003
48	0.497602844833107
49	0.385821534239602
50	1.67602707917562
51	0.88143637373754
52	0.955794551937286
53	0.918754173937188
54	2.16153712417676
55	0.50425430038457
56	0.778909638520605
57	2.14302375043603
58	0.834627395423202
59	0.767520297049329
60	0.685219655203131
61	1.12090555469421
62	1.09603397008021
63	34.6803038980325
64	10.5948039020082
65	0.617997708871426
66	1.69558053726026
67	1.00326634840112
68	0.517298929545287
69	0.659540461160634
70	0.402173375081777
71	1.10698416114791
72	1.33606781415179
73	0.626416094626693
74	0.821988342225397
75	1.9307782897855
76	0.749006642139665
77	0.992078525784294
78	0.54507703467109
79	0.38490784221984
80	1.04420001922197
81	0.536124252607859
82	1.78977646951285
83	1.25411895829831
84	0.497942444357043
85	1.27837073037633
86	2.28865440865827
87	0.422832949997593
88	0.599459968732276
89	0.750825111206111
90	1.33106866112822
91	1.58965586032511
92	0.0995053164827551
93	0.879111036616536
94	1.01253955335183
95	0.802119223829601
96	1.18529088777003
97	0.970417888467298
98	2.432769122813
99	1.32138712495238
100	0.53068060103638
101	0.6340500950479
102	0.46591611079525
103	0.215979893351983
104	0.682963598282515
105	0.663942838008162
106	2.50866798494161
107	1.90594192979229
108	0.394601651922966
109	0.345513700183267
110	1.44848784645586
111	0.405682330457056
112	0.43196531283457
113	0.00448283217769088
114	0.723834172426254
115	59.2176569370778
116	0.346897762295561
117	0.704070715006668
118	0.815947549265202
119	1.03832669698318
120	0.911155326996448
121	0.470446431669255
122	1.74365326744539
123	0.791807250049109
124	0.290696589646318
125	0.524676039123427
126	0.266251127254576
127	0.190778852039041
128	0.00304089159622724
129	0.838061235444558
130	0.427578444758678
131	1.02957415367339
132	2.66656968878751
133	0.225727643347022
134	0.436876897998357
135	1.42440408712076
136	1.18053842136912
137	1.37195922727888
138	0.78093317940961
139	1.88575994017858
140	1.46025832849123
141	0.000837678538184297
142	0.0557790059789523
143	0.749781548143414
144	0.1881338224279
145	1.31928777431992
146	0.349505583249157
147	1.03055479292903
148	0.197077755444393
149	0.460709558443976
150	0.614717726736929
151	0.00426117280413206
152	0.00265160976264292
153	0.00291153749270596
154	0.00358261681596061
155	8.36006397827387
156	1.9642996309485
157	0.00320524636338497
158	0.00241878859142339
159	0.00140198011754809
160	0.00157282304577803
161	2.51675169006455
162	2.19216923212063
163	0.642552312932313
164	1.85000450567586
165	1.11636698905251
166	1.48327455660182
167	0.45397521424523
168	0.697579071271495
169	0.526273380147112
170	1.24298358676385
171	1.92618433772169
172	0.681917068478786
173	0.522566011348727
174	0.39940665179263
175	0.702036427674756
176	1.51305665687839
177	1.25789848600006
178	1.05521634280476
179	0.887259195936704
180	0.503894037663531
181	1.15722595366434
182	0.907691754977427
183	0.549676890440556
184	1.04238226488112
185	1.00786383532247
186	2.04786025959593
187	1.63962761358626
188	4.20896046985482
189	0.7971158884836
190	1.85539398008288
191	1.07857692239651
192	2.09113475245035
193	0.986238179752531
194	2.1464085517154
195	1.52579698699902
196	0.249518256914532
197	0.20308088504091
198	1.3823888259771
199	0.62348311443829
200	2.47589521912291
201	0.376667136785582
202	0.820647451104511
203	1.24374623431336
204	1.59220663192431
205	0.839087199389509
206	0.834901285203827
207	3.53165008330912
208	1.01475240369692
209	0.346696105079499
210	1.38442402718411
211	1.19687773592916
212	0.205815308618146
213	3.29955117512392
214	1.13651595350908
215	0.507837874689357
216	1.28885256148043
217	0.559410861609708
218	0.202570775470986
219	1.214783936349
220	0.724275221862057
221	0.832288462054035
222	0.295318620999422
223	0.354473568110985
224	0.0901241204204156
225	0.216028950834603
226	0.470993921411943
227	0.40288634462036
228	2.12834319104221
229	0.713772925269362
230	0.24577127991878
231	1.43551668537917
232	1.30570487013763
233	0.905787267283312
234	3.97285037796748
235	0.758204338723848
236	0.595136031029323
237	0.620634855621072
238	5.09396653340665
239	1.66503078235539
240	0.339018554518162
241	0.306915323990728
242	0.906791542619543
243	0.557998337539938
244	0.239238070884074
245	0.585999907647276
246	0.868605616769966
247	3.44701853622632
248	2.01929671669132
249	0.723324066596248
250	0.397157090032291
251	1.17216515445585
252	0.700168485983432
253	0.00755530081024822
254	2.16927678644986
255	0.423377532565892
256	0.176117219085283
257	0.638231582115535
258	0.3979496973555
259	0.39549663677152
260	1.20607907078848
261	0.812252779377025
262	0.940317210321246
263	0.433741064730904
264	1.51282281920649
265	0.656404497420861
266	0.576331864259934
267	0.333750622815273
268	0.680964982421025
269	1.23696946960276
270	0.899392536970136
271	2.07915764473861
272	3.20868305251454
273	1.37833833501303
274	0.988127317950728
275	0.52358980592904
276	1.08287498282781
277	0.139477041353408
278	1.20224709887438
279	0.153546323502065
280	1.25847282117904
281	1.95483999616337
282	2.59057174075226
283	4.61721071375209
284	1.34087282764008
285	0.267819998951254
286	1.30819025154001
287	0.81305081106759
288	1.2355492114987
289	1.29946161579828
290	1.52167946282037
291	0.60163042836418
292	1.19339642848109
293	0.838621536834789
294	2.93905375128345
295	0.777547826101337
296	0.3083943165208
297	0.545213362083981
298	0.00190421066323934
299	2.22708490598051
300	0.628700371785256
301	1.38680212097533
302	0.211903868729039
